segment_id,segment_distance,loc,mongo_id,LSOA,lsoa_name,region,imd_score,land_use,urban_rural_desc,litter_per_meter
23635,58.0,Loc_006,62dea77fbde2bd68bda19dec,E01002423,Hillingdon 018B,London,13.735,Other retail commercial areas,Urban major conurbation,
23429,56.0,Loc_012,62dbfc8ef6dab3daaa39e054,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
23248,74.0,Loc_004,62d942ebb40be55787c2d2a2,E01024261,Gravesham 003B,South East (England),11.142,Medium Obstruction housing areas,Urban major conurbation,
23765,53.0,Loc_004,62dfa90f6b1f5e434da4e245,E01004165,Sutton 005C,London,16.373,High Obstruction housing areas,Urban major conurbation,
23489,58.0,Loc_009,62dd2285e17a43df5d3bf36f,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
23782,54.0,Loc_003,633c67e520bb76c921f8aade,E01004165,Sutton 005C,London,16.373,Other retail commercial areas,Urban major conurbation,
23952,55.0,Loc_008,633c67e85a67a090f6e8c9d2,E01004193,Sutton 006D,London,12.377,Low Obstruction housing areas,Urban major conurbation,
23672,50.8,Loc_003,62dec62f53f434320d819d60,E01003121,Lambeth 006B,London,32.792,Medium Obstruction housing areas,Urban major conurbation,
23746,109.0,Loc_010,62dfa2a86b1f5e434da4bd38,E01015735,Luton 020D,East of England,37.416,High Obstruction housing areas,Urban city and town,
22589,51.8,Loc_001,62d3cb59ff2bbb7802bf5892,E01028496,Cherwell 018D,South East (England),12.921,Rural roads,Urban city and town,
23502,54.0,Loc_007,62dd2d452888c13817d4fffb,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
23844,56.3,Loc_009,62dfc60c6b1f5e434da54ab2,E01004014,Southwark 019E,London,33.895,Medium Obstruction housing areas,Urban major conurbation,
22614,55.9,Loc_010,62d3e99bff2bbb7802bfb210,E01028496,Cherwell 018D,South East (England),12.921,Low Obstruction housing areas,Urban city and town,
23876,54.0,Loc_001,62dfd5fc6b1f5e434da578dc,E01004165,Sutton 005C,London,16.373,Medium Obstruction housing areas,Urban major conurbation,
23623,106.0,Loc_012,62de9907bde2bd68bda1678c,E01027574,Craven 005A,Yorkshire and The Humber,7.017,Medium Obstruction housing areas,Urban city and town,
23306,104.6,Loc_003,62d9808f7325e0841b9e6b87,E01017257,Southampton 026B,South East (England),31.276,Medium Obstruction housing areas,Urban city and town,
22234,41.7,Loc_010,62d2b7369a26f39fcfceb97b,E01028641,South Oxfordshire 006D,South East (England),8.5,Rural roads,Rural village and dispersed,
23967,105.0,Loc_003,62dff689b28eaac7f33b31d7,E01000729,Bromley 014A,London,40.937,High Obstruction housing areas,Urban major conurbation,
23743,52.8,Loc_004,62dfa13b6b1f5e434da4bbde,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23626,53.0,Loc_005,62de9fcbbde2bd68bda184f3,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
23921,54.0,Loc_009,62dfe4f06b1f5e434da599cf,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
23904,80.0,Loc_006,62dfdfb06b1f5e434da58bd5,E01004165,Sutton 005C,London,16.373,Medium Obstruction housing areas,Urban major conurbation,
23301,121.9,Loc_011,62d974007325e0841b9e3c0e,E01017257,Southampton 026B,South East (England),31.276,Low Obstruction housing areas,Urban city and town,
23732,55.1,Loc_002,62df9e036b1f5e434da4b731,E01004019,Southwark 026C,London,24.043,Medium Obstruction housing areas,Urban major conurbation,
23461,50.2,Loc_014,62dc1b40a5906194f541960d,E01017257,Southampton 026B,South East (England),31.276,Medium Obstruction housing areas,Urban city and town,
23797,49.8,Loc_002,62dfb56b6b1f5e434da4f032,E01004014,Southwark 019E,London,33.895,Main roads,Urban major conurbation,
23905,51.0,Loc_006,62dfdfb46b1f5e434da58c20,E01004165,Sutton 005C,London,16.373,Medium Obstruction housing areas,Urban major conurbation,
23250,60.0,Loc_007,62d942f1a975547ba0685f5e,E01024261,Gravesham 003B,South East (England),11.142,Medium Obstruction housing areas,Urban major conurbation,
23427,56.0,Loc_011,62dbfc8af6dab3daaa39e008,E01013826,Nottingham 011E,East Midlands (England),56.421,Recreation areas,Urban minor conurbation,
23353,50.1,Loc_002,62debf7853f434320d817f60,E01005441,Oldham 002A,North West (England),40.0,Medium Obstruction housing areas,Urban major conurbation,
23638,211.4,Loc_015,62deab45bde2bd68bda1a764,E01003121,Lambeth 006B,London,32.792,Medium Obstruction housing areas,Urban major conurbation,
23112,54.7,Loc_012,62d7e50555499acc33df94ef,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Recreation areas,Urban city and town,
23788,107.0,Loc_002,62dfb0c76b1f5e434da4ed12,E01015735,Luton 020D,East of England,37.416,Medium Obstruction housing areas,Urban city and town,
23749,55.0,Loc_010,62dfa3056b1f5e434da4bdaf,E01004165,Sutton 005C,London,16.373,Industry warehousing retail sheds & science parks,Urban major conurbation,
23662,55.4,Loc_002,633c67c61008546c50d310aa,E01003121,Lambeth 006B,London,32.792,Main roads,Urban major conurbation,
23573,66.0,Loc_001,62de7df62750f893511ef4c0,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
23729,54.0,Loc_007,62df9bc86b1f5e434da4b658,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23658,51.5,Loc_009,62debc83bde2bd68bda1f17f,E01003121,Lambeth 006B,London,32.792,Medium Obstruction housing areas,Urban major conurbation,
23730,53.8,Loc_007,62df9c5a6b1f5e434da4b6a7,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23323,50.1,Loc_013,62da8ae0d4ee6f80b699751b,E01005441,Oldham 002A,North West (England),40.0,Other highways,Urban major conurbation,
23798,54.2,Loc_014,62dfb5966b1f5e434da4f0ae,E01000674,Bromley 008A,London,12.232,Medium Obstruction housing areas,Urban major conurbation,
23766,51.0,Loc_004,62dfa9116b1f5e434da4e268,E01004165,Sutton 005C,London,16.373,High Obstruction housing areas,Urban major conurbation,
23728,52.2,Loc_015,62df9aee6b1f5e434da4b579,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23892,67.0,Loc_011,62dfdc276b1f5e434da5851f,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
22249,123.1,Loc_015,62d2b73c9a26f39fcfceba50,E01028641,South Oxfordshire 006D,South East (England),8.5,Rural roads,Rural village and dispersed,
23652,52.2,Loc_011,62deb727bde2bd68bda1ea3a,E01003121,Lambeth 006B,London,32.792,Medium Obstruction housing areas,Urban major conurbation,
23254,70.0,Loc_003,62d942feb40be55787c2d38d,E01024261,Gravesham 003B,South East (England),11.142,Medium Obstruction housing areas,Urban major conurbation,
23295,113.9,Loc_001,62d9639b7094277fe680919c,E01017257,Southampton 026B,South East (England),31.276,Medium Obstruction housing areas,Urban city and town,
23127,52.5,Loc_011,62d7e88355499acc33df99d3,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Medium Obstruction housing areas,Urban city and town,
23232,55.5,Loc_006,62d9370eb40be55787c2c6d5,E01013192,North East Lincolnshire 021D,Yorkshire and The Humber,30.733,Low Obstruction housing areas,Urban city and town,
23724,53.2,Loc_006,62df98236b1f5e434da4b2e5,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23243,82.0,Loc_010,62d942e2a975547ba0685e9f,E01024261,Gravesham 003B,South East (England),11.142,Low Obstruction housing areas,Urban major conurbation,
23310,109.8,Loc_007,62dbe6baf6dab3daaa399be2,E01017257,Southampton 026B,South East (England),31.276,High Obstruction housing areas,Urban city and town,
23832,58.0,Loc_007,633c67e6a0bac8c8478c0952,E01004165,Sutton 005C,London,16.373,Medium Obstruction housing areas,Urban major conurbation,
23378,54.0,Loc_006,62dabd2f1deaef90a25d3e6c,E01013831,Nottingham 009C,East Midlands (England),18.146,Low Obstruction housing areas,Urban minor conurbation,
23784,109.0,Loc_011,633c67d093e67a54c691a74e,E01015735,Luton 020D,East of England,37.416,Medium Obstruction housing areas,Urban city and town,
23325,51.6,Loc_012,62da8ae4d4ee6f80b6997573,E01005441,Oldham 002A,North West (England),40.0,Other highways,Urban major conurbation,
23653,43.8,Loc_007,62deb8d0bde2bd68bda1ecf4,E01003121,Lambeth 006B,London,32.792,Medium Obstruction housing areas,Urban major conurbation,
23717,53.7,Loc_012,62df92de6b1f5e434da4b053,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23822,46.8,Loc_010,62dfbe806b1f5e434da534ae,E01004014,Southwark 019E,London,33.895,High Obstruction housing areas,Urban major conurbation,
23347,50.1,Loc_004,633c67b3c3303f8db00b8e01,E01005441,Oldham 002A,North West (England),40.0,Low Obstruction housing areas,Urban major conurbation,
23908,50.4,Loc_014,62dfe0e96b1f5e434da5940c,E01006164,Trafford 014C,North West (England),10.536,Recreation areas,Urban major conurbation,
23621,67.0,Loc_004,62de976fbde2bd68bda165bc,E01002423,Hillingdon 018B,London,13.735,Rural roads,Urban major conurbation,
23779,104.0,Loc_014,62dfacb96b1f5e434da4e5d7,E01015735,Luton 020D,East of England,37.416,Medium Obstruction housing areas,Urban city and town,
23944,58.0,Loc_015,62dfed4ab28eaac7f33b22ea,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
23624,64.6,Loc_010,62de9f37bde2bd68bda18450,E01002826,Kensington and Chelsea 008C,London,10.756,Other retail commercial areas,Urban major conurbation,
23324,50.3,Loc_013,62da8ae2d4ee6f80b6997541,E01005441,Oldham 002A,North West (England),40.0,Other highways,Urban major conurbation,
23754,107.0,Loc_015,62dfa4bf6b1f5e434da4cf98,E01015735,Luton 020D,East of England,37.416,High Obstruction housing areas,Urban city and town,
23253,53.0,Loc_012,633c67acc169c0ebf1e07282,E01024261,Gravesham 003B,South East (England),11.142,Medium Obstruction housing areas,Urban major conurbation,
23111,58.2,Loc_012,62d7e50355499acc33df94bf,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Recreation areas,Urban city and town,
23777,52.5,Loc_001,62dfac256b1f5e434da4e571,E01000674,Bromley 008A,London,12.232,High Obstruction housing areas,Urban major conurbation,
23774,51.0,Loc_008,62dfaaf06b1f5e434da4e4ad,E01004165,Sutton 005C,London,16.373,Other retail commercial areas,Urban major conurbation,
23809,52.6,Loc_007,62dfbaf26b1f5e434da527de,E01000674,Bromley 008A,London,12.232,Medium Obstruction housing areas,Urban major conurbation,
23716,49.6,Loc_013,62df911c6b1f5e434da4af11,E01004019,Southwark 026C,London,24.043,Medium Obstruction housing areas,Urban major conurbation,
22233,19.2,Loc_007,62d26a6da57984e89a5e41ea,E01028641,South Oxfordshire 006D,South East (England),8.5,Rural roads,Rural village and dispersed,
23667,51.2,Loc_001,62dec37253f434320d818e3b,E01003121,Lambeth 006B,London,32.792,Other retail commercial areas,Urban major conurbation,
23752,50.5,Loc_008,62dfa3b56b1f5e434da4c507,E01004019,Southwark 026C,London,24.043,High Obstruction housing areas,Urban major conurbation,
23867,55.1,Loc_015,62dfd2816b1f5e434da5714d,E01000674,Bromley 008A,London,12.232,Low Obstruction housing areas,Urban major conurbation,
23496,54.0,Loc_015,62dd27b6e17a43df5d3bf6e7,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
23089,97.7,Loc_009,62d7cd7e55499acc33df6075,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Low Obstruction housing areas,Urban city and town,
23968,55.0,Loc_004,62dff274b28eaac7f33b2d0e,E01006164,Trafford 014C,North West (England),10.536,Main roads,Urban major conurbation,
23874,63.0,Loc_010,62dfd5d96b1f5e434da577ab,E01002423,Hillingdon 018B,London,13.735,Medium Obstruction housing areas,Urban major conurbation,
23818,54.2,Loc_013,62dfbdd66b1f5e434da52e59,E01000674,Bromley 008A,London,12.232,Medium Obstruction housing areas,Urban major conurbation,
23252,30.0,Loc_012,633c67ad0479b9e68f81052e,E01024261,Gravesham 003B,South East (England),11.142,Medium Obstruction housing areas,Urban major conurbation,
22608,54.1,Loc_012,62d3daaeff2bbb7802bf7fe4,E01028496,Cherwell 018D,South East (England),12.921,Rural roads,Urban city and town,
23100,87.3,Loc_010,62d7e4fa55499acc33df93e9,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Low Obstruction housing areas,Urban city and town,
23750,53.0,Loc_010,62dfa3076b1f5e434da4bdd7,E01004165,Sutton 005C,London,16.373,Industry warehousing retail sheds & science parks,Urban major conurbation,
23780,60.0,Loc_001,62dfad4e6b1f5e434da4e668,E01000674,Bromley 008A,London,12.232,High Obstruction housing areas,Urban major conurbation,
23326,50.7,Loc_012,62da8ae4d4ee6f80b699757f,E01005441,Oldham 002A,North West (England),40.0,Other highways,Urban major conurbation,
23368,60.8,Loc_015,62dfc0526b1f5e434da537d1,E01005441,Oldham 002A,North West (England),40.0,Main roads,Urban major conurbation,
23099,90.3,Loc_010,62d7e4f955499acc33df93cb,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Low Obstruction housing areas,Urban city and town,
23318,55.3,Loc_001,62da7b2ed4ee6f80b699535c,E01005441,Oldham 002A,North West (England),40.0,Medium Obstruction housing areas,Urban major conurbation,
23321,55.2,Loc_005,62da8addd4ee6f80b69974dd,E01005441,Oldham 002A,North West (England),40.0,Other highways,Urban major conurbation,
23478,53.0,Loc_005,62dd1c62e17a43df5d3bda12,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
23130,50.2,Loc_011,62d7e95e55499acc33df9a4e,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Medium Obstruction housing areas,Urban city and town,
23877,51.0,Loc_001,62dfd6026b1f5e434da5798d,E01004165,Sutton 005C,London,16.373,Medium Obstruction housing areas,Urban major conurbation,
23078,80.3,Loc_004,62d7c9f755499acc33df5529,E01013105,East Riding of Yorkshire 027A,Yorkshire and The Humber,15.441,Medium Obstruction housing areas,Urban city and town,
23352,55.0,Loc_001,62dab359219743829c744bf9,E01013831,Nottingham 009C,East Midlands (England),18.146,Low Obstruction housing areas,Urban minor conurbation,
23769,53.9,Loc_009,62dfa94c6b1f5e434da4e319,E01004019,Southwark 026C,London,24.043,Medium Obstruction housing areas,Urban major conurbation,
23380,58.0,Loc_005,62dabfac1deaef90a25d4407,E01013831,Nottingham 009C,East Midlands (England),18.146,Low Obstruction housing areas,Urban minor conurbation,
23507,52.0,Loc_004,62dd306c2888c13817d50359,E01013826,Nottingham 011E,East Midlands (England),56.421,Medium Obstruction housing areas,Urban minor conurbation,
