mongo_id,object,material,brand,image_url,segment_id,lat,lon,LSOA,loc,segment_distance,land_use,lsoa_name,region,imd_score,income_score,employment_score,education_score,health_score,crime_score,housing_score,environment_score,urban_rural_desc,parent_company,brand_category,object_category
633c67e8c81fce745cebb7c8,can,aluminum,redbull,https://media.litterati.org/images/2022/07/26/284030-ltr-1658824443936_4455c373-6113-45ad-8cce-b771965cc6fd.jpg,23763,51.8768446,-0.4235732,E01015735,Loc_013,109.0,Medium Obstruction housing areas,Luton 020D,East of England,37.416,0.204,0.127,33.928,0.69,0.854,44.921,30.843,Urban city and town,RedBull,softdrink,drink
633c67f6841bfe6141c4e7ad,can,aluminum,redbull,https://media.litterati.org/images/2022/07/27/283434-ltr-1658932217807_34733716-24c8-490d-b6fb-bc2177c9a648.jpg,24091,51.4072118,0.1056875,E01000729,Loc_014,55.0,Medium Obstruction housing areas,Bromley 014A,London,40.937,0.276,0.192,37.926,0.55,1.005,30.032,15.74,Urban major conurbation,RedBull,softdrink,drink
62e304e00e85740e381059a5,bottlecap,aluminum,corona,https://media.litterati.org/images/2022/07/27/283978-ltr_1658938338.976223_5BFD9516-EF38-4B8D-B8D4-3BB8FDEC173B.jpg,24084,51.47762491,-0.0571184209579,E01004003,Loc_012,52.6,High Obstruction housing areas,Southwark 023B,London,35.58,0.236,0.168,15.478,0.595,0.687,37.749,25.343,Urban major conurbation,inbev,alcohol,drink
62e18d1f8d098ab525d57da5,bottle,plastic,oasis,https://media.litterati.org/images/2022/07/27/283434-ltr-1658931590832_d76018bb-7b97-4bdd-92b8-201a67855411.jpg,24090,51.4047488,0.1055099,E01000729,Loc_015,60.0,Medium Obstruction housing areas,Bromley 014A,London,40.937,0.276,0.192,37.926,0.55,1.005,30.032,15.74,Urban major conurbation,cocacola,softdrink,drink
62e3de78be675d3fc1802f75,can,aluminum,cocacola,https://media.litterati.org/images/2022/07/29/284184-ltr-1659095852957_2855fd48-3fc6-4e60-ba88-8940471d36af.jpg,24205,53.9660476,-1.9837212,E01027574,Loc_014,57.0,Rural roads,Craven 005A,Yorkshire and The Humber,7.017,0.032,0.065,4.283,-0.606,-1.078,16.84,20.191,Urban city and town,cocacola,softdrink,drink
62e68ca87806dac029c4cb0e,can,aluminum,cocacola,https://media.litterati.org/images/2022/07/31/284485-ltr-1659276339049_d3df6eca-277e-45d8-a5b9-f4f16b29ad8f.jpg,24535,53.4367269,-1.4753866,E01008139,Loc_010,51.0,Medium Obstruction housing areas,Sheffield 006E,Yorkshire and The Humber,20.519,0.113,0.107,23.122,0.403,0.402,15.917,15.145,Urban minor conurbation,cocacola,softdrink,drink
633c680c1efb2a235e0d97a4,bag,paper,mcdonalds,https://media.litterati.org/images/image/2022/07/29/285362-ltr_1659091483.95995_6651A9CF-5610-42CE-BCCD-C308CCAD55FF.jpg,24262,51.564557593,-0.136175956627,E01002770,Loc_012,79.6,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,McDonalds,fastfood,Other
633c680c1efb2a235e0d97a4,can,aluminum,budweiser,https://media.litterati.org/images/image/2022/07/29/285362-ltr_1659091483.95995_6651A9CF-5610-42CE-BCCD-C308CCAD55FF.jpg,24262,51.564557593,-0.136175956627,E01002770,Loc_012,79.6,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,inbev,alcohol,drink
633c680c1efb2a235e0d97a4,bag,paper,starbucks,https://media.litterati.org/images/image/2022/07/29/285362-ltr_1659091483.95995_6651A9CF-5610-42CE-BCCD-C308CCAD55FF.jpg,24262,51.564557593,-0.136175956627,E01002770,Loc_012,79.6,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,Starbucks,fastfood,Other
633c680c1efb2a235e0d97a4,wrapper,plastic,snickers,https://media.litterati.org/images/image/2022/07/29/285362-ltr_1659091483.95995_6651A9CF-5610-42CE-BCCD-C308CCAD55FF.jpg,24262,51.564557593,-0.136175956627,E01002770,Loc_012,79.6,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,marswrigley,candy,food
62e53f48781d2b55f05834d4,bottle,plastic,lipton,https://media.litterati.org/images/2022/07/30/283938-ltr-1659190487909_960a9374-d5fd-449a-97ef-35ecbc18ebfd.jpg,24385,51.5291251,-0.3959655,E01002542,Loc_008,53.0,Medium Obstruction housing areas,Hillingdon 020D,London,29.802,0.21,0.126,21.854,-0.036,1.057,31.229,19.581,Urban major conurbation,Pepsico,softdrink,drink
62e3fa98be675d3fc1808416,can,aluminum,redbull,https://media.litterati.org/images/2022/07/29/285362-ltr_1659091503.697923_62D8CE2A-8FB1-40AC-8C38-EE8DFD0F4567.jpg,24262,51.5645143657,-0.13612588644,E01002770,Loc_012,79.6,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,RedBull,softdrink,drink
62e01033b28eaac7f33b85f2,wrapper,paper,mcdonalds,https://media.litterati.org/images/2022/07/26/283434-ltr-1658847657783_657695a2-a65c-494d-b7eb-8bb79d274d41.jpg,23993,51.4030775,0.1077252,E01000729,Loc_007,103.0,Low Obstruction housing areas,Bromley 014A,London,40.937,0.276,0.192,37.926,0.55,1.005,30.032,15.74,Urban major conurbation,McDonalds,fastfood,food
62e53f44781d2b55f0583476,can,aluminum,7up,https://media.litterati.org/images/2022/07/30/283938-ltr-1659190358315_3f47c13f-ab7d-4d22-9dd8-02d2dac7ddc2.jpg,24385,51.5290267,-0.3954797,E01002542,Loc_008,53.0,Medium Obstruction housing areas,Hillingdon 020D,London,29.802,0.21,0.126,21.854,-0.036,1.057,31.229,19.581,Urban major conurbation,Pepsico,softdrink,drink
633c67f0698ee582ad4a97ce,can,aluminum,redbull,https://media.litterati.org/images/2022/07/27/283938-ltr-1658926159539_ae2949a8-b744-46b1-a143-c5c8c57fd696.jpg,24018,51.5225686,-0.401213,E01002399,Loc_002,60.0,Medium Obstruction housing areas,Hillingdon 021E,London,19.66,0.125,0.067,16.889,-0.393,0.817,31.969,19.324,Urban major conurbation,RedBull,softdrink,drink
633c67d7212a13922601308a,can,aluminum,budweiser,https://media.litterati.org/images/2022/07/26/283434-ltr-1658848722179_a7107803-e52d-46b2-b905-06c9aba789a2.jpg,23995,51.4060379,0.1091898,E01000729,Loc_008,108.0,Medium Obstruction housing areas,Bromley 014A,London,40.937,0.276,0.192,37.926,0.55,1.005,30.032,15.74,Urban major conurbation,inbev,alcohol,drink
633c67d7212a13922601308a,can,aluminum,stellaartois,https://media.litterati.org/images/2022/07/26/283434-ltr-1658848722179_a7107803-e52d-46b2-b905-06c9aba789a2.jpg,23995,51.4060379,0.1091898,E01000729,Loc_008,108.0,Medium Obstruction housing areas,Bromley 014A,London,40.937,0.276,0.192,37.926,0.55,1.005,30.032,15.74,Urban major conurbation,inbev,alcohol,drink
62f10868a142847146d24321,bottlecap,plastic,cocacola,https://media.litterati.org/images/2022/08/08/285257-ltr-1659963284224_ac200463-16a7-4963-beee-444347c0297b.jpg,25125,53.7294848,-2.4818158,E01012601,Loc_004,54.0,Medium Obstruction housing areas,Blackburn with Darwen 011B,North West (England),66.894,0.412,0.313,79.94,1.896,0.734,12.288,9.673,Urban city and town,cocacola,softdrink,drink
62ed253af2113eabb5df9d59,can,aluminum,stellaartois,https://media.litterati.org/images/2022/08/05/284192-ltr-1659708126284_a91f4fe6-aeda-4170-9d7b-2e3ab10e1ef0.jpg,24941,52.2428603,0.4037676,E01029950,Loc_011,60.0,Other retail commercial areas,Forest Heath 008C,East of England,23.359,0.133,0.097,35.474,0.298,0.332,28.113,10.154,Urban city and town,inbev,alcohol,drink
62ea4941fd2b242c04bd47b2,can,aluminum,redbull,https://media.litterati.org/images/2022/08/03/283505-ltr_1659521290.1475348_FFB1C6D2-0F0F-46DB-9DAC-3299E4E7A6D5.jpg,24709,51.4752110839,0.180247260844,E01000373,Loc_003,56.6,High Obstruction housing areas,Bexley 008A,London,29.344,0.135,0.106,37.08,0.174,0.578,46.339,17.05,Urban major conurbation,RedBull,softdrink,drink
633c682ccef1ec1c692bc5e7,wrapper,plastic,skittles,https://media.litterati.org/images/image/2022/08/01/285362-ltr_1659358071.3452802_AF7E4375-C859-42F5-A97D-4672D640252C.jpg,24645,51.5656770249,-0.136064229005,E01002770,Loc_002,101.0,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,marswrigley,candy,food
633c686dbeac1b5884494825,can,aluminum,cocacola,https://media.litterati.org/images/2022/08/08/285257-ltr-1659963104239_aeea59ab-d1df-4ac4-b2d7-994bd1f364ad.jpg,25124,53.7291895,-2.4814535,E01012601,Loc_009,61.0,Medium Obstruction housing areas,Blackburn with Darwen 011B,North West (England),66.894,0.412,0.313,79.94,1.896,0.734,12.288,9.673,Urban city and town,cocacola,softdrink,drink
62ebca2d202d2bd92a11f705,wrapper,plastic,extra,https://media.litterati.org/images/2022/08/04/285187-ltr-1659618196137_25caf6c7-bc03-4089-8149-634e1c61833c.jpg,24812,50.9086189,-1.393196,E01017156,Loc_003,48.0,High Obstruction housing areas,Southampton 022D,South East (England),38.486,0.202,0.147,39.01,1.029,1.327,23.891,31.655,Urban city and town,marswrigley,gum,food
62eef9d913304f8abb3bd3a2,chipsbag,plastic,doritos,https://media.litterati.org/images/2022/08/06/285187-ltr-1659789328412_b5bbf5b8-0d31-4ab7-8ca2-742eef55eb86.jpg,25008,50.9110576,-1.3963788,E01017156,Loc_014,59.0,High Obstruction housing areas,Southampton 022D,South East (England),38.486,0.202,0.147,39.01,1.029,1.327,23.891,31.655,Urban city and town,Pepsico,snack,
633c682dfabce00ba93afebf,can,aluminum,redbull,https://media.litterati.org/images/image/2022/08/01/285362-ltr_1659357162.527783_A4E96E2B-3B73-442B-9B18-99109CBC86C1.jpg,24643,51.5659244937,-0.135300912884,E01002770,Loc_003,110.7,Other retail commercial areas,Islington 004B,London,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516,Urban major conurbation,RedBull,softdrink,drink
633c686f698ee582ad4a9858,coffeecup,paper,costa,https://media.litterati.org/images/2022/08/08/285257-ltr-1659963074446_a3659844-876e-46bb-9a2e-544d6a95d342.jpg,25124,53.7293033,-2.4815849,E01012601,Loc_009,61.0,Medium Obstruction housing areas,Blackburn with Darwen 011B,North West (England),66.894,0.412,0.313,79.94,1.896,0.734,12.288,9.673,Urban city and town,Costa,fastfood,drink
633c686765f61b31468bc4d2,bottle,plastic,oasis,https://media.litterati.org/images/2022/08/08/285257-ltr-1659959062452_2b57f06b-3a81-4cba-aba5-db1f3fdb13f1.jpg,25097,53.7318652,-2.4744076,E01012601,Loc_003,66.0,Other retail commercial areas,Blackburn with Darwen 011B,North West (England),66.894,0.412,0.313,79.94,1.896,0.734,12.288,9.673,Urban city and town,cocacola,softdrink,drink
62ed33c1fa147ba19fbcc926,bottle,glass,budweiser,https://media.litterati.org/images/2022/08/05/285187-ltr-1659710258017_062b51c8-52e2-49ff-a6d7-091784df9c7e.jpg,24944,50.9116495,-1.3962246,E01017156,Loc_009,52.0,High Obstruction housing areas,Southampton 022D,South East (England),38.486,0.202,0.147,39.01,1.029,1.327,23.891,31.655,Urban city and town,inbev,alcohol,drink
62ebca24202d2bd92a11f5c7,can,aluminum,cocacola,https://media.litterati.org/images/2022/08/04/285187-ltr-1659617901264_525e3f98-3cfd-49e6-81be-f8e4c6c9627f.jpg,24811,50.9084377,-1.3933314,E01017156,Loc_003,50.0,High Obstruction housing areas,Southampton 022D,South East (England),38.486,0.202,0.147,39.01,1.029,1.327,23.891,31.655,Urban city and town,cocacola,softdrink,drink
62fb82f9835b57cc9c1ff557,coffeecup,paper,costa,https://media.litterati.org/images/2022/08/16/75945-ltr_1660642892.94101_8A780543-B490-495C-BF42-E174F832743E.jpg,27712,53.592897635,-1.3575675711,E01007328,Loc_013,52.8,Rural roads,Barnsley 006A,Yorkshire and The Humber,46.133,0.249,0.228,68.643,1.262,0.648,19.284,2.602,Rural town and fringe,Costa,fastfood,drink
62fbc4d6835b57cc9c2109a2,chipsbag,plastic,walkers,https://media.litterati.org/images/2022/08/16/60349-ltr-1660641176093_8771a28d-89a2-4693-80ff-568896015722.jpg,27709,54.2103435,-3.2672626,E01019299,Loc_012,59.0,High Obstruction housing areas,Copeland 008G,North West (England),35.272,0.198,0.174,42.234,1.067,-0.977,2.305,47.161,Rural town and fringe,Pepsico,snack,
62fa3ed521f4e2f38a161757,can,aluminum,cocacola,https://media.litterati.org/images/2022/08/15/75945-ltr_1660566507.389319_4FA981B1-429C-4696-9C9F-9B07B4D5A883.jpg,27363,52.4177582247,-2.29132325352,E01032481,Loc_010,49.1,Main roads,Wyre Forest 005C,West Midlands (England),39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,Rural town and fringe,cocacola,softdrink,drink
62fb68fb8a7ad1496d13b9d0,cup,paper,mcdonalds,https://media.litterati.org/images/2022/08/16/75945-ltr_1660643079.048658_F3A9610C-EC98-4F60-9709-D2C88D4743B3.jpg,27713,53.5803100482,-1.3785356794,E01007328,Loc_010,52.6,Low Obstruction housing areas,Barnsley 006A,Yorkshire and The Humber,46.133,0.249,0.228,68.643,1.262,0.648,19.284,2.602,Rural town and fringe,McDonalds,fastfood,drink
62fa575d21f4e2f38a16c55a,wrapper,plastic,twix,https://media.litterati.org/images/2022/08/15/75945-ltr_1660573027.614596_C7D7B322-4D79-4069-8281-85FFE27F9BF4.jpg,27455,52.4823488653,-2.17271835659,E01009914,Loc_015,47.5,Low Obstruction housing areas,Dudley 021D,West Midlands (England),5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,Urban major conurbation,marswrigley,candy,food
62fb74608a7ad1496d1415dd,bag,paper,mcdonalds,https://media.litterati.org/images/2022/08/16/75945-ltr_1660646245.568954_D2824B1C-36A2-4538-B431-EB34FFF286DB.jpg,27768,53.6025375591,-1.35873277344,E01007328,Loc_001,48.9,Rural roads,Barnsley 006A,Yorkshire and The Humber,46.133,0.249,0.228,68.643,1.262,0.648,19.284,2.602,Rural town and fringe,McDonalds,fastfood,Other
62fb743d8a7ad1496d1410df,cup,plastic,costa,https://media.litterati.org/images/2022/08/16/111300-ltr-1660646128218_c3dd9bd0-cc59-49cf-ac99-1871fda3b758.jpg,27769,54.1193004,-3.2350016,E01019159,Loc_004,109.0,High Obstruction housing areas,Barrow-in-Furness 004B,North West (England),35.447,0.17,0.156,25.88,1.397,-0.825,3.82,65.055,Urban city and town,Costa,fastfood,drink
62fa3e3421f4e2f38a16151d,wrapper,plastic,twix,https://media.litterati.org/images/2022/08/15/75945-ltr_1660566437.431861_1E912564-1639-43BA-B1D2-2C7C64D2E062.jpg,27363,52.4177190026,-2.29120820906,E01032481,Loc_010,49.1,Main roads,Wyre Forest 005C,West Midlands (England),39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,Rural town and fringe,marswrigley,candy,food
62fa3f5c21f4e2f38a16182d,chipsbag,plastic,walkers,https://media.litterati.org/images/2022/08/15/75945-ltr_1660567111.3880959_3DEA178D-2E7F-48C3-9486-29AC64AEA7E1.jpg,27364,52.4046478182,-2.27721004416,E01032481,Loc_009,53.3,Main roads,Wyre Forest 005C,West Midlands (England),39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,Rural town and fringe,Pepsico,snack,
62fa3e9221f4e2f38a1616b4,can,aluminum,cocacola,https://media.litterati.org/images/2022/08/15/75945-ltr_1660566468.874851_167A73CA-8848-4F3A-A4AB-9EFB689455CC.jpg,27363,52.4177375078,-2.29122645126,E01032481,Loc_010,49.1,Main roads,Wyre Forest 005C,West Midlands (England),39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,Rural town and fringe,cocacola,softdrink,drink
62fa4b9e21f4e2f38a1678ae,can,aluminum,redbull,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,RedBull,softdrink,drink
62fa4b9e21f4e2f38a1678ae,can,aluminum,redbull,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,RedBull,softdrink,drink
62fa4b9e21f4e2f38a1678ae,can,aluminum,redbull,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,RedBull,softdrink,drink
62fa4b9e21f4e2f38a1678ae,can,aluminum,redbull,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,RedBull,softdrink,drink
62fa4b9e21f4e2f38a1678ae,coffeecup,paper,mcdonalds,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,McDonalds,fastfood,drink
62fa4b9e21f4e2f38a1678ae,lid,plastic,mcdonalds,https://media.litterati.org/images/2022/08/12/284078-ltr_1660327396.693924_BB586CA3-99A5-4C05-9A9F-5EF4CDC4C3E1.jpg,25998,53.4729113617,-2.26008606144,E01033673,Loc_011,55.2,Main roads,Manchester 059D,North West (England),16.992,0.006,0.006,3.802,0.76,-0.399,24.593,67.539,Urban major conurbation,McDonalds,fastfood,drink
62fa91c145d92428597201e4,can,aluminum,pepsi,https://media.litterati.org/images/2022/08/15/75945-ltr_1660588160.166102_82F33145-AD38-4F4E-BC03-06A954073865.jpg,27517,53.1957952278,-1.28332426855,E01019502,Loc_002,56.1,Rural roads,Bolsover 005E,East Midlands (England),21.012,0.117,0.123,23.864,0.712,-1.265,8.582,24.401,Rural town and fringe,Pepsico,softdrink,drink
62fa91c145d92428597201e4,can,aluminum,redbull,https://media.litterati.org/images/2022/08/15/75945-ltr_1660588160.166102_82F33145-AD38-4F4E-BC03-06A954073865.jpg,27517,53.1957952278,-1.28332426855,E01019502,Loc_002,56.1,Rural roads,Bolsover 005E,East Midlands (England),21.012,0.117,0.123,23.864,0.712,-1.265,8.582,24.401,Rural town and fringe,RedBull,softdrink,drink
62fbb0a7835b57cc9c20cffc,wrapper,plastic,mars,https://media.litterati.org/images/2022/08/16/205922-ltr_1660661720.421245_D34AF02D-EE2E-4891-951C-6B35F09D2B65.jpg,27925,51.5882613813,-0.628734669947,E01017823,Loc_014,54.0,Industry warehousing retail sheds & science parks,South Bucks 004D,South East (England),15.644,0.062,0.047,6.211,-1.145,0.875,37.742,29.852,Rural village and dispersed,marswrigley,candy,food
633c68a4ea10db6a5636db08,can,aluminum,redbull,https://media.litterati.org/images/image/image/2022/08/17/75945-ltr_1660724404.897138_D6F2072A-81D9-4314-A451-3B6C7B0AC6E5.jpg,28117,54.9897269128,-1.48594628618,E01008543,Loc_013,70.5,Main roads,North Tyneside 028C,North East (England),33.303,0.233,0.178,25.917,1.109,0.527,15.587,1.843,Urban major conurbation,RedBull,softdrink,drink
633c68a4ea10db6a5636db08,can,aluminum,redbull,https://media.litterati.org/images/image/image/2022/08/17/75945-ltr_1660724404.897138_D6F2072A-81D9-4314-A451-3B6C7B0AC6E5.jpg,28117,54.9897269128,-1.48594628618,E01008543,Loc_013,70.5,Main roads,North Tyneside 028C,North East (England),33.303,0.233,0.178,25.917,1.109,0.527,15.587,1.843,Urban major conurbation,RedBull,softdrink,drink
